url,positions,positions_top10,positions_top3,traffic,traffic_top10,traffic_top3,cost,cost_top10,cost_top3,rank
kgns.tv,150356,4317,1025,116913,3204,708,39284.15841,30708.83242,15985.5251,28
kgw.com,393731,19688,5036,275316,15409,3976,236289.7059,205176.4915,128430.7434,40
khaleejtimes.com,744245,46614,15062,377644,27459,7878,1137359.715,1032022.147,708723.1142,41
khn.org,970,34,16,885,29,12,556.2900664,519.4721502,472.4964167,83
khon2.com,298572,18397,4632,207877,14002,3360,253568.3911,229194.2318,153655.7957,46
khou.com,521502,26586,6422,374440,21814,5421,305760.2882,261248.5218,152051.4273,39
khqa.com,46988,2432,677,39081,1863,477,14449.01109,11740.90371,4518.792515,52
kiem-tv.com,3289,262,131,2599,133,43,1773.74274,1632.730647,1434.03995,46
kimatv.com,18239,1227,478,14274,763,232,15674.88338,14644.37031,12584.15771,48
kimt.com,32667,1688,528,23780,1172,321,8147.810317,5994.109523,3489.806092,32
kiplinger.com,1360518,136677,24153,941043,115714,20259,1498573.282,1288633.804,556283.4446,44
kiro7.com,733233,64442,13947,566969,54368,12046,665821.1752,562126.8871,262199.1738,39
kitchener.citynews.ca,88077,4535,1004,73669,3783,720,53530.01884,48612.44812,28160.06309,53
kitv.com,146411,9876,2460,95098,7299,1988,105433.7564,91634.86212,51585.55723,38
kivitv.com,47522,2263,537,36014,1789,405,22902.91228,19888.00199,12713.93751,36
kktv.com,475052,27428,6599,364507,22548,5454,321535.7294,271671.6721,154930.3112,38
klewtv.com,13460,494,154,11100,364,92,2004.51312,1554.185071,814.0035194,45
kltv.com,297785,11872,3346,222470,8520,2464,98357.54004,81216.18214,51481.35412,42
kmbc.com,270404,17286,4962,184037,13498,3915,461219.4683,428932.9999,353718.0762,38
kmov.com,1615,187,66,1250,173,66,1066.26537,968.1017102,639.1697198,39
kmph.com,121919,7214,2040,95359,5611,1606,54177.35183,46142.63737,27778.1035,55
knewz.com,14684,213,34,11674,179,25,1494.737579,852.251252,256.7501444,57
knightfoundation.org,18588,701,281,13732,463,145,5714.637784,5067.475381,3451.799592,84
knoe.com,122216,4341,1188,94898,2980,812,41493.33013,35625.52698,24517.93156,30
knopnews2.com,93590,1198,308,76078,1012,260,9154.585105,5871.883459,2950.612239,31
knowherenews.com,1,0,0,1,0,0,4.97374866042e-47,0,0,41
knowyourmeme.com,2494518,466833,239924,943984,180864,98752,6097704.989,5739419.041,4183088.201,84
knoxnews.com,454126,34641,8434,332602,27377,7259,360359.7884,309572.7734,182608.639,45
koaa.com,100315,5696,1415,77927,4746,1064,56369.4489,46634.31472,27691.37084,44
koamnewsnow.com,86597,4036,1144,64274,2885,760,25127.73187,20739.41227,10722.69536,34
koat.com,189170,10694,3014,127596,7722,2211,150102.8643,130711.9845,79352.59235,41
koco.com,201661,15061,4754,131103,10619,3571,202715.6633,183134.9241,126060.1712,38
koin.com,346589,21897,5861,244198,16923,4334,298206.4806,269815.8594,206006.5122,51
kold.com,214823,7690,2223,160697,5834,1602,131997.6829,121192.5577,98901.80884,40
kolotv.com,234381,6323,1353,174634,5046,1011,55225.87771,41848.62282,22259.3602,37
komonews.com,189281,10726,3527,143763,8197,2479,217351.3588,204371.8324,159884.6639,83
kompas.com,13024785,3106312,870811,6908261,2403271,796168,72052348.44,65252647.09,36833137.56,83
koreaherald.com,298316,16381,4425,141038,9163,2478,138172.7889,113526.8866,59743.74187,39
koreatimes.co.kr,286912,11325,2734,130085,6203,1467,151798.9238,123990.0698,72575.19535,39
kotaku.com,1109480,67393,12623,575959,44258,8767,720303.4021,571167.9821,237631.5244,14
kpic.com,56883,2502,648,47144,2126,510,16568.34974,13615.19338,7814.385581,45
kplctv.com,182516,6078,1597,135575,4380,1176,46822.48103,37795.62493,21923.34319,40
kptv.com,306170,17181,4075,212729,12869,3209,199002.8874,171780.0004,114274.2884,39
kpvi.com,50337,659,185,40583,485,103,13797.56706,12767.25712,10246.55058,32
kqed.org,696383,41756,9605,523559,32955,7235,495321.5032,430618.0351,168061.2786,52
krcgtv.com,67939,3767,1076,55261,3045,819,30173.94514,25905.11313,16375.03761,53
krdo.com,160254,6649,1775,128197,5233,1313,113526.8535,103350.2088,78866.70128,54
kristv.com,75041,3913,1131,59512,2973,806,42098.59051,35758.12156,21286.16552,44
kron4.com,644131,43505,10364,487244,36618,8741,527801.0128,466838.6378,290657.2792,52
krone.at,640482,33006,10438,427310,21584,5942,1033053.331,967119.7692,804567.1234,50
krqe.com,428167,31771,8390,304901,23006,6400,399555.9291,364623.6599,251699.9985,48
ksat.com,757685,48253,12244,555178,38637,9886,493965.0586,426469.7972,242088.5932,41
ksbw.com,211352,7928,2276,164714,6197,1732,61055.92173,49973.76628,27780.41867,38
ksdk.com,533184,35215,9014,376688,27884,7328,361315.2044,318489.0984,207149.8724,39
ksl.com,673191,41677,11268,509806,31388,7213,884988.7866,816093.4337,648101.3605,45
ksla.com,182869,6947,1910,136857,5184,1500,53383.39847,44723.94078,29260.19655,37
ksn.com,219851,10654,3161,168665,7496,2137,224874.6679,211736.3448,178243.4417,44
ksnblocal4.com,111142,2975,798,87200,2346,559,21976.71032,17030.2264,7159.457046,31
kstp.com,187439,11084,3463,137022,8287,2398,187029.882,169217.5208,134126.301,81
kswo.com,81036,3107,937,61620,2178,576,18941.00685,15124.47255,8930.135877,32
ktiv.com,114542,4280,1265,84928,2869,879,46091.7706,38893.01315,29089.19049,44
ktla.com,1344429,86911,21124,956606,68435,16769,1458400.606,1305187.344,910455.9335,81
ktre.com,120784,3288,869,94620,2560,628,25912.52109,19014.37005,8428.869045,36
ktsm.com,254977,10601,3098,202180,8062,2208,123073.3923,108001.148,69536.66995,39
ktul.com,93994,5058,1399,73479,3973,1102,38978.41723,31254.22033,15745.45758,57
ktuu.com,12,0,0,12,0,0,0.040546385,0,0,37
ktva.com,1,0,0,1,0,0,0.007480229,0,0,39
ktvl.com,57102,2895,709,46331,2415,543,20638.00834,15173.70189,7880.109751,48
ktvq.com,97535,5947,1933,77133,4507,1324,62104.97117,56197.75524,38497.40532,41
ktvu.com,351872,28124,8331,235172,21300,6180,363287.8825,322071.7118,238312.4565,39
kuow.org,98744,4109,851,78772,3393,629,26515.25159,19951.46904,8286.208554,54
kurdistan24.net,92963,4746,1212,54284,3296,772,73712.27563,55142.27854,33583.49682,33
kutv.com,167981,12240,3445,122330,9364,2656,129379.9484,105595.7822,56723.87328,80
kvia.com,91572,4902,1318,69806,3624,900,56328.72421,46296.03611,25035.44392,55
kwch.com,240007,10299,2802,178053,7738,2095,156990.1401,142171.4521,96312.43826,37
kwqc.com,242757,8663,2289,178881,6251,1651,100522.0203,85559.26733,59092.85471,37
kwtx.com,276784,13961,3710,211951,10870,2883,161777.7955,136559.4335,89581.47995,44
kxan.com,864191,51070,12598,658046,40985,10239,865597.2505,761965.9713,499664.7843,49
kxii.com,116279,3838,1165,91897,2637,772,19973.36285,14784.97821,7397.454438,32
kxlf.com,7066,353,116,5719,275,79,3151.370294,2768.282171,1891.910405,39
kxly.com,89003,4548,1188,64532,3544,905,48062.46773,40361.96926,20829.36014,40
kxxv.com,98312,5296,1512,80634,4041,1045,37801.4996,31770.00007,17350.42861,42
ky3.com,297050,13951,3592,218311,10156,2601,251606.0536,225061.4318,188421.9679,39
kyivindependent.com,102927,12766,5546,39700,3605,1335,290762.721,254754.6494,176072.0734,81
kyivpost.com,121528,13709,6181,57688,5051,1660,183144.3556,161514.4501,119786.5645,39
kyma.com,36536,1448,465,30262,1062,296,16197.46745,14287.03207,11231.07161,50
laconiadailysun.com,52943,1764,522,41551,1344,351,20343.05232,17998.80851,15109.68792,31
ladbible.com,985387,63164,12107,519366,37580,7599,769129.3864,636997.2958,332903.8884,42
ladepeche.fr,2838624,199090,54201,1912533,157291,42103,4883746.28,4463351.848,3076102.127,48
lahainanews.com,19241,695,223,14662,528,167,8579.352664,7673.708279,6443.108962,29
lajuntatribunedemocrat.com,360,81,40,182,45,14,539.2545289,490.2735117,261.87135,31
lalibre.be,644640,25706,5998,478551,21638,4703,423322.1405,372755.0778,269522.5187,40
lamag.com,329416,14380,3063,251815,11620,2292,103247.7772,75507.42095,31710.17537,56
lancasteronline.com,304444,16944,4598,229571,13380,3627,150544.0898,131994.7034,92941.81672,57
lansingstatejournal.com,179184,9511,2835,134038,7579,2338,88841.17602,77893.26636,49917.89051,43
lapresse.ca,1949793,179678,42645,1264187,145190,35546,1734855.141,1509426.944,966678.639,45
larouchepac.com,267,69,57,159,15,7,156.056358,146.5510905,115.8114167,51
lastampa.it,1754439,155526,39884,1258666,129961,32761,3337242.984,3011747.671,2175954.661,43
lastresistance.com,0,0,0,0,0,0,0,0,0,56
lasvegassun.com,407721,12222,2583,302568,10373,2111,91739.45074,68237.2785,37009.25569,77
latimes.com,9133445,689021,178393,5908846,517380,138781,10953068.45,9840611.486,6493696.19,15
latintimes.com,50889,1041,176,37327,941,161,9020.987963,6777.695384,3787.675083,37
latitudes.org,4454,995,88,3464,906,62,1599.409168,1466.895111,132.4009819,40
lavendermagazine.com,18064,512,122,15185,444,100,2551.726616,1829.987009,926.9576206,45
law.com,689698,62108,12895,479769,46892,9655,320956.478,264292.3007,122122.874,43
law360.com,358097,16161,1657,269866,14604,1462,77944.62436,51441.28038,16208.49105,47
lawandcrime.com,267436,22983,5275,175345,17240,4386,222519.8089,175990.3215,73781.11119,57
laweekly.com,270330,29752,9585,167820,18481,5743,303496.9489,269498.4061,164809.0399,46
lawenforcementtoday.com,1553,53,8,1454,48,3,1042.637693,333.8547318,131.3018333,39
lawfareblog.com,9,0,0,9,0,0,0.305810057,0,0,47
lawliberty.org,27096,1008,143,20760,833,105,4360.215252,3148.727838,921.0932264,50
lbc.co.uk,374531,26095,7500,215685,16231,3799,851942.6738,788758.8109,624498.6964,40
lcsun-news.com,98656,7092,2287,72773,4690,1478,120382.4517,112515.997,88415.00621,43
ldnews.com,25722,1316,458,20782,932,286,11385.86161,10005.9522,7908.336668,37
leaderpost.com,162277,7072,1859,121076,5361,1424,68281.38532,59831.8399,39160.75423,82
leadertelegram.com,53498,1981,663,40496,1310,414,27123.86614,24395.942,21201.26744,32
leadstories.com,31285,1689,365,24132,1446,307,9696.001844,7357.625119,3329.171625,51
learnliberty.org,14511,640,104,10306,553,96,3475.486277,2334.46832,788.8255329,37
learntherisk.org,4,0,0,4,0,0,0.000866877,0,0,7
leavenworthtimes.com,820,157,115,506,57,44,2863.67507,2826.779144,2746.824937,34
lebanon-express.com,6,0,0,6,0,0,5.25548433652854e-06,0,0,41
ledevoir.com,1030422,76101,14800,672469,63346,12897,729714.2503,618651.5441,344990.5551,40
lefigaro.fr,13118302,1696356,411517,7486568,1261222,287092,27527867.24,25327547.76,18274490.8,46
leftcult.com,0,0,0,0,0,0,0,0,0,47
leftexposed.org,0,0,0,0,0,0,0,0,0,17
leftfootforward.org,7330,132,21,6087,112,7,824.0807987,365.3920534,117.7007792,49
leftjustified.com,18,0,0,17,0,0,0.002511622,0,0,19
leftvoice.org,9344,260,54,7211,209,28,901.5209978,602.757897,265.764251,36
legalinsurrection.com,7743,79,41,7000,47,10,592.2629957,426.6038871,354.4129458,78
legitgov.org,10,1,1,9,1,1,12.05483873,11.9935,11.9935,37
lehighvalleylive.com,274216,22053,6533,199585,16425,4820,286567.828,256916.1163,199081.5157,42
leicestermercury.co.uk,296273,13413,3054,199479,9944,2191,228092.7396,199842.4383,147859.9553,39
lemonde.fr,5725646,659189,187981,3416143,494405,150086,13927659.03,13017005.27,9127275.467,49
lesmoutonsrebelles.com,164,27,27,127,9,9,1203.460528,1199.004667,1199.004667,36
lesoir.be,940331,55238,10668,656448,45637,8776,532532.9596,431275.9209,216235.7678,48
lethbridgeherald.com,28220,987,301,21913,705,196,20504.13844,19788.17103,17978.17307,48
levernews.com,6296,238,73,5130,174,36,954.0510145,702.7316144,353.4149944,27
lewrockwell.com,905,152,123,640,18,10,17788.69735,17782.05178,17688.27996,73
lexch.com,13202,202,101,11724,124,33,689.4575854,433.5723058,218.3169,45
lexingtoninstitute.org,3340,139,30,2521,114,20,310.7682088,221.2915649,52.50053125,37
lfpress.com,183572,10148,2895,130066,6930,2022,140965.2834,130627.4894,102038.7544,83
lgbtqnation.com,81111,4762,517,57249,3273,407,36270.16299,28457.66658,7805.448327,42
libcom.org,52381,1969,388,37618,1321,307,8318.678853,6433.080831,2985.189351,76
liberationnews.org,13199,337,74,11100,272,55,1401.497732,1049.318626,269.5034306,31
libertarianism.org,31965,2421,350,20782,1724,287,11377.55614,9711.656055,4186.674607,42
liberty.news,0,0,0,0,0,0,0,0,0,47
libertyalliance.com,11,3,3,7,3,3,58.3462189,57.046,57.046,34
libertyhangout.org,30,6,2,15,3,1,13.51502146,10.95581382,10.45666667,39
libertyheadlines.com,0,0,0,0,0,0,0,0,0,27
libertynation.com,527,68,65,439,17,14,52.14927193,40.40723554,38.84164167,35
libertynews.com,12,2,2,7,2,2,14.77582536,14.50666667,14.50666667,24
libertytalk.fm,68,1,0,57,1,0,12.40586881,0,0,34
libtards.news,0,0,0,0,0,0,0,0,0,47
lifehacker.com,2010120,105440,17002,1360030,80712,13330,988329.4955,662344.0485,268581.0878,87
lifenews.com,3077,116,77,2530,40,11,438.4965466,269.6103086,234.833576,50
lifesitenews.com,1207,226,183,801,44,21,22710.11857,22648.31171,22530.92712,54
lifespa.com,24385,1534,326,15732,888,132,7366.006127,6083.276338,3893.019164,50
lifezette.com,1041,49,18,962,38,13,130.868408,94.47820553,73.3665625,42
lincolncourier.com,3708,187,68,3165,139,47,1289.401953,1097.620325,762.0556778,32
lincolnproject.us,2346,390,183,1424,186,83,22734.01438,22172.59929,20453.5722,79
lindelltv.com,0,0,0,0,0,0,0,0,0,48
listverse.com,321412,18857,3715,211784,13633,2680,125791.1138,101447.9155,60358.39812,81
littlegreenfootballs.com,1613,63,22,1369,39,6,945.8549709,880.0330789,779.3184,51
littlethings.com,240138,10957,2203,171767,8360,1690,61503.31588,45532.79563,16530.49535,57
live5news.com,560561,35030,9173,382026,26699,7148,546537.5764,473144.4456,253619.0415,39
liveaction.org,20169,1270,542,14335,675,250,14234.6368,12761.97387,9729.907778,52
liveleak.com,18,18,18,5,5,5,4321.3553,4321.3553,4321.3553,45
livemint.com,7645303,620614,110038,4016165,437763,89647,33610178.66,27554732.02,12837654.57,48
livestrong.com,4447381,386071,73546,2254426,279983,59871,1915991.018,1560594.041,652078.9733,55
liveuamap.com,104352,27134,19200,43534,5309,2433,855758.7546,829615.018,756398.5645,82
livingwhole.org,244,1,0,221,1,0,1.236378078,0.555880671,0,42
ljworld.com,56300,2384,822,45239,1717,569,14095.55756,11654.90969,6880.022195,41
lmtonline.com,142732,4100,1300,117015,3004,902,48582.30551,42641.72677,28635.63022,32
local12.com,175779,8350,2375,140774,6699,1772,124120.4345,110548.5575,77682.24023,79
local21news.com,71800,4480,1190,58031,3546,889,31821.96195,26639.71165,16785.91758,52
localdvm.com,90,6,0,87,6,0,29.49678922,23.76102157,0,38
localmemphis.com,218832,10508,2386,152728,8722,2061,117720.7299,96693.02785,49291.2214,33
localnews8.com,48540,1974,810,39142,1273,381,52846.38215,51180.62649,38333.73269,53
localsyr.com,215373,15340,4570,159623,10687,2766,378679.9117,357670.6565,261402.1552,38
logically.ai,2862,500,175,1907,252,56,1853.234,1511.508923,700.437125,38
lohud.com,386270,20875,5427,286313,16344,4401,213029.6144,183842.9076,113602.1495,47
lompocrecord.com,43320,1266,354,33642,997,275,13002.04229,11594.75826,9083.169012,49
longwarjournal.org,8825,441,212,5086,223,57,3107.805845,2811.175677,2002.276342,41
losangeles.cbslocal.com,865,19,0,771,18,0,80.91675441,42.14754621,0,74
louderwithcrowder.com,10749,697,374,7964,291,124,26608.33132,26085.78475,25478.65666,48
lovelycitizen.com,0,0,0,0,0,0,0,0,0,24
lubbockonline.com,211214,10844,2683,164971,8832,2284,93256.02477,76050.02725,41273.3225,45
lucianne.com,2424,185,168,1853,37,29,37059.62232,37036.58379,36997.10083,43
m24.ru,553380,30629,5745,393822,25562,4324,420607.4926,326877.7138,133066.6013,42
MacedoniaOnline.eu,2,0,0,2,0,0,5.90070559616888e-05,0,0,49
mackinac.org,26654,1196,278,21542,924,196,5899.768575,4559.288789,1977.766072,30
macleans.ca,309388,14901,3334,216956,11426,2441,83040.78517,66246.50978,31617.25203,48
macon.com,105849,5498,1256,83190,4562,993,48158.08693,40641.18075,22157.05945,39
madworldnews.com,30,3,2,27,3,2,0.019672255,0,0,41
magazine.atavist.com,8218,373,123,6596,218,73,3677.656668,3279.156176,1964.544073,78
magicvalley.com,42076,1561,510,32840,1055,303,10370.34492,8719.382405,4761.223432,55
mainebeacon.com,8393,136,24,6418,120,18,455.940074,299.1497162,94.30635833,41
mainerepublicemailalert.com,0,0,0,0,0,0,0,0,0,36
mainichi.jp,1607836,93187,21161,1179403,79364,17678,2334234.272,1960184.231,1147705.94,83
makeuseof.com,8093508,646175,104125,3687019,401922,70387,3823287.658,3108909.761,1173974.055,53
malaymail.com,290885,21081,5312,181589,15608,3393,323449.0623,277686.6278,171089.7483,49
malaysiakini.com,296639,22935,6079,187891,17076,4457,490697.3473,441090.5956,330366.5472,47
malaysia-today.net,16786,884,409,11549,467,124,48193.63535,44267.27647,31280.68573,38
manhattan-institute.org,1673,33,3,1532,33,3,147.5483648,95.30494584,16.8213375,45
manilatimes.net,242372,14638,3411,151638,11602,2526,249287.1351,217264.8476,95864.2038,41
maplight.org,810,43,26,671,18,12,129.0193108,112.7638499,94.29905,53
marginalrevolution.com,25405,914,514,19871,392,68,20621.43211,19946.27651,18983.72602,82
mariettatimes.com,30347,791,269,25056,595,163,7747.451307,6725.922037,5577.938548,30
marketwatch.com,5164002,1000667,405748,2418417,477069,166206,22173259.24,21122618.04,14782266.53,56
martinsvillebulletin.com,24757,669,232,20218,466,143,3502.298968,2774.549716,1659.525154,49
marxist.com,16674,695,176,11397,375,68,2091.304624,1376.642956,482.4899561,37
mashable.com,5084702,346395,88225,2856106,219648,57607,10472165.75,9573123.475,7442301.226,87
masslive.com,1222462,89361,22634,850661,70982,18310,1296479.186,1142981.111,772161.1444,43
mauinews.com,66593,3950,1321,47055,2701,828,88175.03801,83909.91639,73967.87438,38
mb.com.ph,684053,41340,8240,402162,33583,6832,628399.3131,500190.8523,263422.4484,79
mcall.com,427672,17948,3966,343159,14298,2751,220514.2226,190734.9882,147961.9805,39
mcclatchydc.com,21007,520,104,18772,473,86,1957.731217,1422.24753,532.8379408,38
mcdonoughvoice.com,9245,360,121,7831,290,75,2327.702829,1943.600533,1525.334633,32
mcdowellnews.com,20452,497,143,17411,354,72,7654.63231,7053.516268,6158.649775,47
meaww.com,1151666,59041,8075,659901,40484,6187,544658.8023,403358.0984,133275.7677,51
mediaequalizer.com,0,0,0,0,0,0,0,0,0,38
mediafactwatch.com,0,0,0,0,0,0,0,0,0,45
mediaite.com,202841,4958,1370,153936,4273,1112,259432.4236,248416.5857,236428.0639,40
mediamass.net,243171,29590,8190,137479,23298,7328,244056.6886,211079.5153,116882.9668,29
mediamatters.org,52837,2118,659,38246,1558,346,44229.49172,40188.24578,32638.10565,81
mediapart.fr,307136,14403,3679,241757,11893,2925,195099.8306,174619.1795,115702.3288,46
mediapost.com,115332,3114,783,89105,2572,603,13138.7415,9181.674535,4391.897883,41
mediarightnews.com,1,0,0,1,0,0,0.005673892,0,0,35
mediaroots.org,81,12,10,49,2,2,34.99749261,34.52283983,32.48,38
medicaldaily.com,89547,2105,205,68110,1830,181,11528.72269,8009.380739,2230.333759,41
medicalkidnap.com,153,12,4,129,10,3,67.21345408,63.02714315,58.41,48
medicalmedium.com,34455,4804,2480,16045,1134,637,36373.11551,35064.46139,31137.86637,33
medicine.news,0,0,0,0,0,0,0,0,0,35
medium.com,56737852,4087196,810396,29267607,2578978,559631,36979527.62,28725422.28,14228920.09,89
meduza.io,700058,53788,14706,430952,37089,8912,1344278.542,1176707.453,882945.6638,83
meforum.org,23068,601,141,16587,472,85,3385.424,2400.833683,921.9067762,44
meidastouch.com,7226,458,186,5274,222,66,13076.19124,12402.84885,7899.138556,42
memeorandum.com,648,29,23,562,12,6,1875.80253,1863.590873,1850.63225,37
memepoliceman.com,197,0,0,176,0,0,1.242369162,0,0,21
memri.org,31444,946,228,18496,637,145,5541.208743,3530.003769,1407.777265,49
menshealth.com,7934205,920987,219293,3879771,472900,115755,9377234.04,8113285.659,4541226.641,45
mentalfloss.com,1598431,107996,15879,1046778,76843,11586,667175.0116,530942.9197,210480.5392,71
mercatornet.com,6003,202,45,4686,156,19,1655.763786,1262.891735,624.0225791,48
mercatus.org,34405,1364,529,24364,912,257,5996.939342,4715.335758,2882.468963,52
mercola.com,46882,1895,805,28865,995,215,35861.80221,34295.07614,31424.44887,49
mercurynews.com,1384843,64002,14722,1029391,53144,12397,621316.8675,518935.5809,312822.1198,53
merionwest.com,2549,103,18,1913,81,13,252.6578772,175.5159437,64.67893783,36
merryjane.com,48030,2991,481,35444,2455,433,15675.55699,11869.158,4115.82358,57
messengernews.net,23676,1071,409,17698,704,241,7591.94018,6782.810169,4722.197275,33
metabunk.org,6945,233,32,5342,185,22,555.4303493,386.1816879,61.27021944,41
metro.co.uk,5344157,304446,66063,2835924,203124,40140,5118631.135,4292653.726,2349336.119,85
metro.us,93712,3848,1035,73751,2944,764,22948.32024,19154.84448,10619.55347,43
metrotimes.com,270642,28002,5367,185874,22037,4423,243996.4794,203863.5806,91383.91976,50
metrowestdailynews.com,111757,3953,1176,91403,3123,898,28713.87225,24132.91559,14673.61721,41
mexiconewsdaily.com,86034,6233,1492,57705,4592,1052,56215.44505,50403.39934,38142.05548,53
mg.co.za,252776,18717,2069,159398,16479,1686,160296.5452,109972.604,34449.42827,83
miami.cbslocal.com,715,70,22,599,34,9,597.5869038,551.5528471,323.68165,52
miamiherald.com,1482813,110302,22657,1006240,87456,18831,1410640.868,1174939.811,624286.9518,46
miaminewtimes.com,299991,19727,3722,213952,16963,3297,131685.6461,100577.8585,33797.41009,44
miamivalleytoday.com,13871,733,281,11090,460,107,9404.638033,8709.920628,7208.053237,44
mic.com,382975,13338,1946,283284,11383,1675,59373.40911,42660.43319,18861.81055,77
middleeasteye.net,239356,8925,1901,130942,5896,1285,92318.04315,76440.34614,42437.93842,50
middleeastmonitor.com,135728,4308,1133,72053,2619,699,44120.62035,36711.45262,21854.8174,43
migrationpolicy.org,194763,11372,3134,126278,7401,2034,66753.20908,53975.25651,26215.18536,44
military.com,1407460,187190,45558,805061,130660,34114,1391167.174,1248891.595,668313.8492,46
militarytimes.com,374825,28606,7108,257005,23341,5976,191338.4537,162496.5727,94174.35848,41
milliyet.com.tr,6334432,1173537,388252,3684042,924173,322143,61115542.34,58197798.43,42647844.96,45
mindbodygreen.com,2914884,465172,96372,1422131,185853,37126,3568848.573,3105803.975,1542376.592,42
mininggazette.com,17866,639,220,14850,462,103,4352.066033,3699.321127,2357.966022,30
minnesota.cbslocal.com,2597,171,44,2433,165,43,1942.583915,1493.868242,1052.832204,67
minnpost.com,105709,3227,708,88020,2865,521,14247.0378,10025.55597,4379.040749,44
mintpressnews.com,5586,204,69,3875,122,33,1215.366587,764.1742696,244.8767111,42
mirror.co.uk,8455087,598833,136567,4308661,382687,92769,12763359.6,11313037.96,7618610.678,54
mississippitoday.org,57849,3831,872,43761,3208,681,28104.64585,22609.65175,10513.74636,56
missoulian.com,119109,4861,1105,94062,3927,890,30175.76891,24889.41145,14059.52891,75
mixi.media,8,1,1,6,1,1,4.458764425,4.458666667,4.458666667,79
mlive.com,1896475,146541,38665,1302254,111125,28909,2065968.112,1831113.584,1161470.129,45
mnn.com,2,2,1,1,1,1,2.620225359,2.620225359,1.755,41
modbee.com,92784,4946,1434,69434,3557,1020,43796.95545,38634.06408,28226.40243,38
modernalternativemama.com,1826,19,1,1609,18,1,75.26566618,45.71655254,0,46
modernhealthcare.com,87684,4952,1344,65360,3747,915,26029.19218,20982.68494,12099.28879,41
modernliberals.com,0,0,0,0,0,0,0,0,0,26
mondoweiss.net,19365,565,225,13295,402,140,7134.484,4702.995972,3286.483269,55
moneytalksnews.com,135516,6970,917,115447,6448,765,39097.96094,29707.42796,9528.564676,41
montgomeryadvertiser.com,207359,10102,2466,156013,8423,2172,83319.12688,63721.913,30268.87224,42
monthlyreview.org,26098,869,178,17074,669,116,3384.276118,2476.770247,1157.843302,79
montreal.citynews.ca,106856,7464,1269,67419,6034,1154,95782.66519,83490.34176,31402.96338,50
montrealgazette.com,421834,33359,8338,279577,24646,6488,488482.2534,448654.1824,317758.2611,86
moonbattery.com,438,26,23,373,6,3,1412.751917,1405.939008,1393.285,50
moonofalabama.org,813,149,144,543,12,10,6085.345329,6066.382064,6036.81895,32
mooresvilletribune.com,14354,403,103,11851,309,64,2747.858491,2335.081896,1391.930332,45
morganton.com,69251,1874,368,58285,1595,269,15632.81408,11737.28007,3943.731252,48
morningbrew.com,64510,2795,1191,47473,1437,367,33077.26716,30100.79921,24573.43772,39
morningconsult.com,73061,3969,730,52015,3182,553,28659.95889,23484.15575,11041.56561,79
morningnewsusa.com,0,0,0,0,0,0,0,0,0,28
morningstaronline.co.uk,45082,1031,277,34601,666,125,14491.47928,12374.13028,9937.805572,53
motherjones.com,266567,13590,3013,216995,11469,2527,236166.1683,216037.5881,180752.1123,78
mothership.sg,341007,27346,6197,197620,21982,5259,372707.5672,325339.1613,205608.1902,54
moultrieobserver.com,24119,918,288,19261,661,162,5943.635626,4866.254132,3132.977156,30
mprnews.org,366790,20647,5104,281816,16811,4286,236189.5567,208814.3373,117747.6701,46
mrc.org,1868,200,100,1526,98,33,3991.821632,3879.518787,3509.048139,43
msmagazine.com,78773,3749,850,58779,3035,672,40679.65404,33222.32985,23499.55131,78
msn.com,9234446,392831,119006,6422838,217194,46376,34470442.59,33102585.63,29942298.96,15
msnbc.com,588790,31816,12457,357067,18386,6875,2338249.838,2279697.141,2145492.813,50
mtdemocrat.com,27261,974,340,22983,724,212,4589.572338,3724.617458,2261.059544,30
mtstandard.com,59372,1434,372,47916,1100,254,10795.30193,8916.047944,5685.206281,55
muncievoice.com,350,2,0,289,2,0,7.584718066,1.494849946,0,39
muscatinejournal.com,19483,623,195,15506,417,103,2775.900586,2154.942899,1076.886972,48
muskokaregion.com/bracebridge-on,33779,1795,446,26374,1414,315,11153.08305,9288.706098,5782.934328,30
mycbs4.com,14537,853,263,11550,647,179,5455.248223,4230.837631,2746.155292,48
mycentraljersey.com,191729,9264,2572,145898,7563,2205,61213.1777,49053.28587,26745.67522,44
mychamplainvalley.com,46088,1874,681,35882,1241,303,13104.00974,11384.20715,7434.579333,36
mydailyfreedom.com,7,0,0,7,0,0,0.006311804,0,0,50
mydailyregister.com,495,20,4,377,18,4,155.8478298,122.8648457,92.60233333,27
mydailysentinel.com,0,0,0,0,0,0,0,0,0,26
mydailytribune.com,922,50,8,708,50,8,189.7953459,94.53661507,16.70162003,25
myeasternshoremd.com/qa,15726,742,231,12459,573,163,3460.719736,2686.087878,1730.503127,30
myfox28columbus.com,74696,3815,1067,59911,2985,764,42171.76585,36795.63391,26348.08593,52
myfox8.com,476604,30433,8596,375795,23591,6482,469478.5496,409680.4607,297141.1858,57
myfoxzone.com,36390,1566,330,28371,1315,275,7757.681163,5888.961147,1858.399797,30
myheraldreview.com,41899,1688,455,34039,1347,348,12245.60487,10460.22377,6196.437239,31
myheraldreview.com/news/willcox,41899,1688,455,34039,1347,348,12245.60487,10460.22377,6196.437239,31
mynbc15.com,109889,6995,1895,89217,5437,1480,51457.43706,43002.8709,20903.60276,57
mynews4.com,54290,2666,785,42024,2123,569,28333.08287,24813.10533,18600.00192,56
