url,positions,positions_top10,positions_top3,traffic,traffic_top10,traffic_top3,cost,cost_top10,cost_top3,rank
codepink.org,7309,577,250,4920,262,73,6196.577162,5659.418326,3875.511044,32
coed.com,15412,253,25,9973,213,15,886.4309908,467.3119075,77.59967083,51
collapse.news,2,0,0,2,0,0,0.048794615,0,0,53
collective-evolution.com,31,24,23,9,6,5,130.5400011,130.54,130.54,43
colombiareports.com,20256,1095,263,12142,790,198,8067.68235,6732.793831,4129.906268,57
coloradoan.com,207892,12635,3175,156461,10305,2757,217362.346,199288.6524,109369.8502,43
coloradosun.com,165170,7442,1439,129409,6567,1318,63286.1264,50533.71907,26425.3763,56
colorlines.com,12127,390,67,10359,342,60,1501.372991,1073.164373,260.0106285,56
columbiadailyherald.com,42242,1352,474,35818,1008,314,8213.733567,6789.310285,4259.402308,37
columbian.com,441118,11789,3313,363048,9265,2492,101733.5637,84629.01772,58354.08984,38
columbusfreepress.com,7021,265,44,5921,251,42,1004.945596,667.4203183,150.5700549,35
columbustelegram.com,28035,706,235,21870,503,144,3449.557707,2478.791806,1489.000947,50
comicsands.com,63548,1187,181,48780,1016,163,6565.548305,3662.92583,644.1969722,32
commentarymagazine.com,4,0,0,4,0,0,0.003214343,0,0,40
commercialappeal.com,425003,29530,6222,298582,23232,5381,327160.2811,261676.0548,129141.3277,45
commoncause.org,42246,3159,603,31923,2619,467,29911.45538,25965.58945,10125.92527,39
commondreams.org,99583,4192,1115,77706,3213,664,57879.92792,52953.30715,42979.79873,50
commonwealmagazine.org,20876,535,108,16093,439,76,2052.727154,1359.17473,622.1565202,39
commonwealthfund.org,185338,20736,5796,124766,13305,3368,99727.93244,87946.40205,47456.51113,40
communemag.com,684,28,10,541,18,4,77.52844867,48.12366153,33.85533333,39
communityimpact.com,428929,23852,3385,306293,21190,3189,146249.3959,106070.8423,32363.01486,53
complex.com,2853391,199727,67968,1626415,142324,49334,1822722.144,1524053.611,873834.2182,56
concealednation.org,11967,769,181,10332,717,171,3878.876374,3213.914283,1608.624385,42
concernedwomen.org,3640,188,55,2932,147,33,1432.948274,1112.485421,479.6077083,81
concordmonitor.com,29722,1017,338,24359,751,204,20749.41107,19495.06092,17488.21377,47
congress.gov,1721860,189649,59626,1144229,127488,43180,2928178.627,2748620.728,1793985.417,54
consciouslifenews.com,860,11,6,667,6,1,29.77926641,12.06261365,8.7,73
conservapedia.com,22041,663,192,16924,436,94,3526.54035,2365.781589,1452.500699,42
conservative.org,221,19,12,181,14,9,208.250185,197.6362022,171.6807517,51
conservativebrief.com,627,43,40,556,8,5,491.5856749,479.2864567,471.031,54
conservativebyte.com,0,0,0,0,0,0,0,0,0,24
conservativedailynews.com,146,3,2,136,2,1,25.6660238,23.17473553,21.36,36
conservativedailypost.com,0,0,0,0,0,0,0,0,0,42
conservativefighters.co,73,0,0,71,0,0,0.1235587,0,0,35
conservativefiringline.com,2,1,0,2,1,0,1.321642667,1.321642667,0,50
conservativefreepress.com,8,1,1,7,1,1,4.145773055,4.125,4.125,22
conservativehome.com,10675,318,81,7951,251,67,10836.85973,10245.79732,9549.310468,47
conservativehq.com,22,7,4,15,2,2,3.300419904,3.3,3.3,30
conservativeinstitute.org,274,5,4,249,1,1,10.79304602,6.372266667,5.28,41
conservativepapers.com,68,1,0,64,1,0,0.671728498,0,0,31
conservativeplaylist.com,44,0,0,44,0,0,0.378452623,0,0,39
conservativepost.com,21,8,2,19,6,2,34.6663255,30.58,30.58,37
conservativereview.com,3607,121,91,2589,43,22,3458.568204,3392.661338,3324.587504,35
conservativetribune.com,2,1,0,2,1,0,10.43857408,10.43857408,0,35
conservativewoman.co.uk,3415,83,47,2788,46,12,7725.184388,7610.91855,7535.947407,35
consortiumnews.com,5009,210,95,3448,87,25,1690.720699,1477.162113,774.9792445,79
conspiracydailyupdate.com,411,8,2,338,8,2,29.40657296,25.08332804,21.054,36
constative.com,4598,115,18,3024,95,13,761.780099,537.2763581,145.3859621,36
constitution.com,1,1,1,1,1,1,39.69,39.69,39.69,39
constitutioncenter.org,439987,97587,21102,266867,76468,17557,1086016.746,1014425.896,532708.4856,80
constitutionproject.org,0,0,0,0,0,0,0,0,0,34
consumerreports.org,5323129,480163,113630,3176174,343387,77923,4408437.194,3663779.929,1991804.351,70
consumerwellness.org,8,0,0,7,0,0,0.000777724,0,0,39
cookpolitical.com,36589,2728,807,27790,2255,636,17303.73591,16100.81867,12658.48368,53
copblock.org,3267,233,32,2898,208,24,577.7024493,391.4800523,169.6479917,40
corbettreport.com,553,141,135,300,11,9,1138.991448,1136.244767,1131.0782,78
corona-transition.org,0,0,0,0,0,0,0,0,0,46
coronavirus.gov,0,0,0,0,0,0,0,0,0,57
corriere.it,7339484,1100331,305477,4509919,875768,254057,25910202.88,24175933.41,18057669.5,46
cosmicintelligenceagency.com,496,14,1,396,12,1,114.9957929,95.39290159,8.213333333,38
cosmopolitan.com,16165419,1935488,552067,7755147,1041344,311141,28523379.57,25526005.35,15328245.46,47
countable.us,0,0,0,0,0,0,0,0,0,35
countercurrents.org,22963,627,146,18679,452,86,3099.212376,2129.808159,738.3423071,55
counterpunch.org,28532,897,322,23140,575,95,10767.59694,9912.650114,8625.851817,56
counterthink.com,2,0,0,2,0,0,0.000299466,0,0,43
counton2.com,210890,12082,2985,154764,9538,2125,125646.4854,110109.6045,74523.97817,40
countryliving.com,5227824,749232,233675,2694819,378782,121832,8963518.963,8070700.552,4524586.312,42
courant.com,486511,19641,3916,391211,16622,3151,186961.607,156412.5495,92701.86152,41
courier-journal.com,773929,60099,14016,544479,50782,12780,896818.1053,779722.1551,424596.4021,46
couriermail.com.au,944651,54913,16847,626854,37889,11213,560056.2769,511513.477,419416.7028,41
couriernews.com,4668,308,169,3472,148,53,2231.356266,1896.625211,1502.430778,32
courierpress.com,112630,6564,1993,89134,5021,1527,46384.35906,40342.16565,26923.51656,42
courier-tribune.com,3845,361,216,2657,150,65,3847.639649,3715.359705,3457.517846,30
courthousenews.com,358373,14979,3245,289168,13369,3007,119975.1071,97022.23137,50141.30353,45
courttv.com,133737,12099,3720,75780,7059,2334,314624.2572,263939.3134,148594.0042,35
covid19criticalcare.com,2057,416,293,1141,80,46,2234.908286,2162.36758,1710.317504,82
covidtracking.com,11303,165,35,8223,129,15,1352.097893,482.6051993,189.4262292,83
cp24.com,852074,63986,18870,559157,44910,13103,1360851.978,1279500.204,1054741.433,39
cpac.ca,51409,1397,244,27786,992,155,12374.90471,10072.51016,6993.792469,37
cpi.org,483,79,44,338,46,18,697.1804262,662.7047937,392.3278542,27
cpj.org,75371,3040,818,43460,1934,579,31157.42456,27060.13008,12538.42439,85
craigdailypress.com,16327,569,242,13328,384,141,5807.672882,5131.489451,4583.284022,30
crainscleveland.com,82814,5164,1324,62382,3977,1116,19415.08567,15039.89126,7064.988492,38
crainsdetroit.com,122695,6625,1691,91389,5246,1369,31500.62242,24647.27643,12428.66168,39
creation.com,126384,4953,952,79190,3638,642,22038.54173,15620.70113,6357.109237,80
creationwiki.org,26436,252,28,20169,233,27,865.4229291,519.8323336,106.9632479,28
crfb.org,44231,3985,898,30028,3213,752,57179.15035,43569.06376,15491.56065,47
crikey.com.au,73460,2617,680,54775,2065,417,21095.61488,17525.08835,11596.36579,46
crimeresearch.org,1835,168,34,1613,146,18,867.9656988,799.4829691,288.6620222,55
crimethinc.com,3403,197,79,2517,142,61,985.4205862,852.1525592,480.4050831,78
crisisgroup.org,165390,13221,2885,88387,6586,1513,114052.747,93072.89181,34861.9497,38
crisismagazine.com,24537,858,150,19463,757,122,3997.564965,2775.500777,1262.677502,35
crooked.com,24211,1596,666,16487,829,339,30428.38125,28033.22834,20836.75719,74
crooksandliars.com,8431,261,160,7035,125,31,77833.41259,77513.50511,77237.72983,81
crosscut.com,83170,3435,652,66558,2871,510,17916.97803,13262.78745,4478.40909,57
crossroadstoday.com,43010,1008,362,34631,692,228,7646.026153,6468.419414,4832.732265,32
cruxnow.com,49213,3176,828,34611,2054,362,22947.72559,20466.03916,14269.93971,56
csglobe.com,0,0,0,0,0,0,0,0,0,33
csis.org,406223,28801,7064,231251,17743,4586,338956.4904,296509.688,169774.0979,80
csmonitor.com,511876,17737,4247,396314,14287,3239,101621.0176,77699.87304,41923.79861,56
c-span.org,1216506,61351,11946,702296,47777,9496,418470.4,333531.0109,194382.184,42
c-span.org/series/?washingtonjournal,1216506,61351,11946,702296,47777,9496,418470.4,333531.0109,194382.184,42
ctj.org,843,24,9,701,16,3,113.519518,90.57587713,57.2604,54
ctmirror.org,86138,4987,902,63879,4128,816,30114.11114,23661.18864,11478.58361,55
ctpost.com,480936,13503,4120,377093,10872,3368,97363.19341,80215.6028,45879.39707,40
ctvnews.ca,4892411,336080,92874,2808872,225697,61818,5634810.974,5214506.33,3953850.295,51
cullmantimes.com,26217,1372,367,21130,1073,269,10557.4076,8984.179427,4072.643732,30
cumberlink.com,45649,1526,374,34860,1128,254,21874.83792,19223.34682,15985.99885,53
curiousmindmagazine.com,6110,118,5,4351,101,4,657.8135532,322.8263852,7.739325,39
currentaffairs.org,30163,1054,368,22911,702,139,11019.59832,9888.606308,8374.782462,34
curvemag.com,12620,671,128,8210,491,84,2752.989257,2249.918175,1176.008857,34
cw33.com,114368,3668,687,96470,3214,532,23961.95626,17121.12908,6667.155885,49
cw39.com,190825,5632,1423,154758,4534,1092,46666.67434,38027.41753,20960.00232,53
dagospia.com,552320,25315,6660,398921,18553,3247,3406455.461,3350621.601,3223311.736,38
daily.jstor.org,285947,37385,7835,181589,24246,5760,265429.0144,226250.2735,121287.82,51
daily49er.com,22168,718,204,17134,601,175,4318.83844,2846.099141,1769.540088,35
dailyadvocate.com,15418,790,279,12372,573,154,3848.960919,3153.095643,2095.929775,34
dailybulletin.com,119156,3714,1062,98307,3142,895,22888.01567,18386.49292,11178.90699,44
dailybusinessreview.com,13,3,0,13,3,0,6.842937096,6.655579688,0,28
dailycaller.com,165781,7599,3009,133043,5361,1521,453181.7064,442942.6038,424757.1019,83
dailycamera.com,189746,13078,3696,134457,9897,2827,185585.395,166177.9922,119978.0623,45
daily-chronicle.com,830,58,7,614,57,7,302.9237739,233.5913537,30.21901667,32
dailyclimate.org,910,148,74,651,58,26,1697.055638,1683.244857,1457.549037,30
